sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,lambda_rd,anis_param,zeta
131,31.68626722020531,0.9811157431641845,30.256250381469727,1.4371557235717773,0.37484152495121564,219.78282165527344,222.8856964111328,True,10,0.0001,0.0021544346900318,0.9
132,22.657216084892976,0.9007358532601976,78.8930435180664,0.5133336782455444,0.1798760842923058,130.9312744140625,120.74549865722656,True,10,0.0001,0.2154434690031882,0.9
133,27.193806884309048,0.9274374161326971,216.88302612304688,2.199136257171631,0.22568446243151397,372.0617980957031,338.2775573730469,True,10,0.0001,0.1,0.9
134,32.15488986764619,0.9620789097251046,528.157958984375,14.104658126831055,0.21831756173518269,1518.1134033203125,942.966796875,True,10,0.0001,0.01,0.9
135,26.47144498876869,0.9359930501087839,209.68751525878906,1.0875425338745117,0.36783511515512807,239.78619384765625,323.8797302246094,True,10,0.0001,0.0021544346900318,0.9
136,28.38649674496532,0.9320678459778351,383.1181945800781,3.1960642337799072,0.2020974446780259,650.698486328125,519.2718505859375,True,10,0.0001,0.1,0.9
137,33.07321285222288,0.9654995500426298,243.52047729492188,4.714121341705322,0.2378517472861698,818.8252563476562,703.31591796875,True,10,0.0001,0.1,0.9
138,38.45033297880488,0.9696016545696771,18.95180320739746,1.6700217723846436,0.29981184412630413,376.2068176269531,364.2659606933594,True,10,0.0001,0.1,0.9
139,36.5835614736083,0.955190845187542,207.35060119628906,5.858454704284668,0.36657322938712905,1001.0170288085938,971.810302734375,True,10,0.0001,0.0464158883361277,0.9
140,38.26268493308695,0.9620867051007331,125.08776092529297,6.056844234466553,0.25839295795500883,1186.4354248046875,962.48486328125,True,10,0.0001,0.01,0.9
141,35.484529860666235,0.9742195642215917,17.96281623840332,0.9096809029579163,0.3367091343885974,224.3285675048828,252.530517578125,True,10,0.0001,0.0215443469003188,0.9
142,24.659854417454895,0.9278197838786424,845.3018798828125,2.5593109130859375,0.26663495522563246,449.274169921875,497.7512512207031,True,10,0.0001,0.0464158883361277,0.9
143,20.857687662389736,0.8767933386639414,744.9015502929688,1.4667658805847168,0.182564239848068,278.2680969238281,301.5774230957031,True,10,0.0001,0.1,0.9
144,29.545749855268603,0.9733945130686765,90.42740631103516,2.027912139892578,0.40337507768584835,255.04693603515625,285.5556640625,True,10,0.0001,0.0464158883361277,0.9
145,20.78998934651114,0.8495915926114913,11.907410621643066,0.2896752953529358,0.3274465737758737,33.743499755859375,37.850059509277344,True,10,0.0001,0.01,0.9
146,22.83017707589807,0.9011374510146132,1934.6673583984375,5.559714317321777,0.30086597323758457,534.2009887695312,609.9547729492188,True,10,0.0001,0.0215443469003188,0.9
147,21.58713520346084,0.914226144631523,1752.3446044921875,5.422282695770264,0.175849616906804,507.3886413574219,503.17633056640625,True,10,0.0001,0.1,0.9
148,25.55226694345226,0.8569366022197873,6.530300617218018,0.2821297347545624,0.6846167999831901,23.873239517211914,52.42727279663086,True,10,0.0001,0.0046415888336127,0.9
149,27.3648027083484,0.8958691961282885,129.17979431152344,1.0815401077270508,0.42040210450290794,146.5798797607422,279.3678283691406,True,10,0.0001,0.01,0.9
150,37.756980501236754,0.989791410826185,138.0823211669922,5.084671974182129,0.20848054619107012,1034.508056640625,908.3576049804688,True,10,0.0001,0.1,0.9
151,25.430777114688464,0.8607836796251144,148.51524353027344,1.5701667070388794,0.5272231767505803,163.6134796142578,240.32232666015625,True,10,0.0001,0.0046415888336127,0.9
152,29.2874378962277,0.9558158040246604,25.01662254333496,2.6655118465423584,0.23709216216588988,194.709228515625,145.74998474121094,True,10,0.0001,0.2154434690031882,0.9
153,35.033987832726766,0.9689005213040932,75.26673889160156,3.3800275325775146,0.25282922637133065,560.3610229492188,489.96331787109375,True,10,0.0001,0.1,0.9
154,36.01630940925868,0.9921948824719871,242.8151092529297,3.2325198650360107,0.24832629488547134,918.5330810546875,985.664794921875,True,10,0.0001,0.1,0.9
155,18.142197948101067,0.8145938155776182,902.2733764648438,1.3911023139953613,0.15041421833899546,355.6168212890625,242.81321716308594,True,10,0.0001,0.1,0.9
156,26.98806278750017,0.9333473621676335,902.4175415039062,1.8431628942489624,0.34746306899609597,562.5972900390625,672.4634399414062,True,10,0.0001,0.1,0.9
157,21.122856756315052,0.8480551548757382,4466.25830078125,4.99961519241333,0.32128294598626567,575.72705078125,761.8579711914062,True,10,0.0001,0.01,0.9
158,26.453129935806814,0.9542357973116224,120.03716278076172,1.3454828262329102,0.4048534877476016,153.82020568847656,238.39990234375,True,10,0.0001,0.0004641588833612,0.9
159,23.423233715176032,0.8933891037968492,2397.561767578125,2.301917791366577,0.5213998279243532,478.5251770019531,728.4881591796875,True,10,0.0001,0.0021544346900318,0.9
160,36.508209582294214,0.9735309416572376,30.32067108154297,1.3192346096038818,0.25299886399215155,401.77618408203125,368.41534423828125,True,10,0.0001,0.1,0.9
161,24.25241672435427,0.8581671435751167,1499.5665283203125,4.015805721282959,0.18259908849363182,827.4072875976562,632.6735229492188,True,10,0.0001,0.1,0.9
162,32.56333576556874,0.9528579731290185,222.23828125,4.0509467124938965,0.21832177505255285,808.9769287109375,633.8961791992188,True,10,0.0001,0.2154434690031882,0.9
163,29.206265638011043,0.9793029217312825,343.0770263671875,4.4211859703063965,0.376057380307176,445.5457458496094,536.2388916015625,True,10,0.0001,0.01,0.9
164,24.228647609075487,0.9072961180681849,31.288236618041992,0.382095605134964,0.28341510232530015,68.89585876464844,91.19947814941406,True,10,0.0001,0.01,0.9
165,24.71782622122355,0.9130492853766312,2229.28955078125,2.2168705463409424,0.4523434260246529,482.61358642578125,835.4671630859375,True,10,0.0001,0.0021544346900318,0.9
166,24.132022756536827,0.9050580872024792,398.9617919921875,0.9418113231658936,0.27762792553243715,279.74310302734375,321.45928955078125,True,10,0.0001,0.0464158883361277,0.9
167,32.79187962401825,0.9884344602024838,18.382932662963867,0.9189931750297546,0.35014676005523937,187.61566162109375,187.3319854736328,True,10,0.0001,0.01,0.9
168,26.262126268378886,0.9087900627515941,4.115927219390869,0.27496761083602905,0.2788769715487019,38.02389144897461,41.73436737060547,True,10,0.0001,0.01,0.9
169,29.672508082356618,0.9729213354603548,376.6505432128906,3.699587106704712,0.18368065756335195,738.1581420898438,591.3020629882812,True,10,0.0001,0.2154434690031882,0.9
170,23.44658008815552,0.8809436200430734,2074.129638671875,1.7775146961212158,0.4110785578773849,512.3673095703125,677.8867797851562,True,10,0.0001,0.0464158883361277,0.9
